frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
2811.8135,-0.1226,-4.4515,0.0296,-14.3689
2817.6715,-0.1231,-4.4599,0.0289,-14.3967
2823.5294,-0.1237,-4.4678,0.0280,-14.4260
2829.3874,-0.1243,-4.4760,0.0273,-14.4557
2835.2453,-0.1247,-4.4844,0.0266,-14.4847
2841.1032,-0.1253,-4.4922,0.0257,-14.5140
2846.9612,-0.1260,-4.5009,0.0251,-14.5435
2852.8191,-0.1266,-4.5081,0.0242,-14.5725
2858.6771,-0.1270,-4.5169,0.0234,-14.6011
2864.5350,-0.1275,-4.5249,0.0225,-14.6308
2870.3930,-0.1281,-4.5331,0.0218,-14.6606
2876.2509,-0.1286,-4.5398,0.0211,-14.6900
2882.1089,-0.1292,-4.5494,0.0203,-14.7189
2887.9668,-0.1297,-4.5570,0.0195,-14.7484
2893.8247,-0.1302,-4.5652,0.0186,-14.7766
2899.6827,-0.1309,-4.5738,0.0179,-14.8059
2905.5406,-0.1315,-4.5811,0.0170,-14.8348
2911.3986,-0.1319,-4.5897,0.0162,-14.8643
2917.2565,-0.1324,-4.5986,0.0155,-14.8932
2923.1145,-0.1329,-4.6059,0.0147,-14.9220
2928.9724,-0.1337,-4.6143,0.0139,-14.9523
2934.8304,-0.1341,-4.6224,0.0132,-14.9815
2940.6883,-0.1347,-4.6311,0.0123,-15.0105
2946.5463,-0.1352,-4.6393,0.0115,-15.0394
2952.4042,-0.1358,-4.6457,0.0106,-15.0682
2958.2621,-0.1363,-4.6544,0.0098,-15.0978
2964.1201,-0.1369,-4.6633,0.0091,-15.1276
2969.9780,-0.1376,-4.6711,0.0082,-15.1562
2975.8360,-0.1381,-4.6789,0.0074,-15.1859
2981.6939,-0.1387,-4.6863,0.0066,-15.2153
2987.5519,-0.1391,-4.6949,0.0058,-15.2450
2993.4098,-0.1398,-4.7031,0.0051,-15.2729
2999.2678,-0.1404,-4.7114,0.0042,-15.3017
3005.1257,-0.1408,-4.7195,0.0034,-15.3310
3010.9836,-0.1414,-4.7283,0.0025,-15.3608
3016.8416,-0.1421,-4.7358,0.0016,-15.3901
3022.6995,-0.1427,-4.7436,0.0009,-15.4187
3028.5575,-0.1433,-4.7519,-0.0001,-15.4483
3034.4154,-0.1438,-4.7600,-0.0009,-15.4768
3040.2734,-0.1444,-4.7684,-0.0015,-15.5065
3046.1313,-0.1450,-4.7764,-0.0024,-15.5355
3051.9893,-0.1456,-4.7840,-0.0034,-15.5645
3057.8472,-0.1461,-4.7928,-0.0042,-15.5938
3063.7052,-0.1467,-4.8003,-0.0051,-15.6233
3069.5631,-0.1473,-4.8077,-0.0059,-15.6521
3075.4210,-0.1479,-4.8165,-0.0067,-15.6818
3081.2790,-0.1485,-4.8237,-0.0076,-15.7105
3087.1369,-0.1491,-4.8323,-0.0083,-15.7393
3092.9949,-0.1496,-4.8402,-0.0091,-15.7688
3098.8528,-0.1502,-4.8480,-0.0100,-15.7983
3104.7108,-0.1508,-4.8568,-0.0109,-15.8270
3110.5687,-0.1514,-4.8646,-0.0118,-15.8562
3116.4267,-0.1520,-4.8730,-0.0126,-15.8853
3122.2846,-0.1526,-4.8805,-0.0136,-15.9148
3128.1425,-0.1532,-4.8886,-0.0143,-15.9431
3134.0005,-0.1538,-4.8963,-0.0152,-15.9728
3139.8584,-0.1542,-4.9054,-0.0161,-16.0019
3145.7164,-0.1549,-4.9131,-0.0169,-16.0317
3151.5743,-0.1557,-4.9217,-0.0179,-16.0598
3157.4323,-0.1562,-4.9292,-0.0187,-16.0895
3163.2902,-0.1568,-4.9376,-0.0196,-16.1185
3169.1482,-0.1574,-4.9447,-0.0204,-16.1473
3175.0061,-0.1581,-4.9531,-0.0213,-16.1770
3180.8640,-0.1586,-4.9601,-0.0222,-16.2062
3186.7220,-0.1592,-4.9683,-0.0231,-16.2353
3192.5799,-0.1598,-4.9767,-0.0237,-16.2643
3198.4379,-0.1605,-4.9846,-0.0248,-16.2926
3204.2958,-0.1610,-4.9933,-0.0256,-16.3224
3210.1538,-0.1617,-5.0008,-0.0265,-16.3513
3216.0117,-0.1623,-5.0088,-0.0273,-16.3804
3221.8697,-0.1629,-5.0171,-0.0283,-16.4098
3227.7276,-0.1635,-5.0250,-0.0292,-16.4389
3233.5856,-0.1640,-5.0320,-0.0300,-16.4675
3239.4435,-0.1648,-5.0404,-0.0309,-16.4969
3245.3014,-0.1652,-5.0483,-0.0318,-16.5265
3251.1594,-0.1658,-5.0563,-0.0327,-16.5555
3257.0173,-0.1665,-5.0641,-0.0337,-16.5851
3262.8753,-0.1673,-5.0726,-0.0345,-16.6136
3268.7332,-0.1679,-5.0802,-0.0355,-16.6430
3274.5912,-0.1684,-5.0886,-0.0363,-16.6726
3280.4491,-0.1692,-5.0964,-0.0371,-16.7009
3286.3071,-0.1696,-5.1044,-0.0380,-16.7310
3292.1650,-0.1702,-5.1118,-0.0389,-16.7600
3298.0229,-0.1708,-5.1202,-0.0399,-16.7892
3303.8809,-0.1714,-5.1281,-0.0408,-16.8178
3309.7388,-0.1722,-5.1362,-0.0417,-16.8460
3315.5968,-0.1727,-5.1439,-0.0426,-16.8761
3321.4547,-0.1733,-5.1521,-0.0435,-16.9043
3327.3127,-0.1741,-5.1599,-0.0444,-16.9338
3333.1706,-0.1745,-5.1678,-0.0453,-16.9632
3339.0286,-0.1753,-5.1753,-0.0463,-16.9935
3344.8865,-0.1759,-5.1838,-0.0471,-17.0212
3350.7444,-0.1766,-5.1910,-0.0481,-17.0507
3356.6024,-0.1772,-5.1997,-0.0490,-17.0794
3362.4603,-0.1778,-5.2078,-0.0500,-17.1087
3368.3183,-0.1785,-5.2148,-0.0507,-17.1374
3374.1762,-0.1791,-5.2224,-0.0517,-17.1667
3380.0342,-0.1798,-5.2314,-0.0527,-17.1952
3385.8921,-0.1804,-5.2393,-0.0535,-17.2252
3391.7501,-0.1810,-5.2471,-0.0546,-17.2543
3397.6080,-0.1818,-5.2541,-0.0555,-17.2829
3403.4660,-0.1823,-5.2623,-0.0565,-17.3126
3409.3239,-0.1830,-5.2703,-0.0573,-17.3414
3415.1818,-0.1837,-5.2775,-0.0583,-17.3711
3421.0398,-0.1844,-5.2861,-0.0593,-17.3995
3426.8977,-0.1851,-5.2939,-0.0602,-17.4287
3432.7557,-0.1856,-5.3017,-0.0610,-17.4578
3438.6136,-0.1863,-5.3094,-0.0621,-17.4865
3444.4716,-0.1869,-5.3174,-0.0630,-17.5156
3450.3295,-0.1876,-5.3257,-0.0638,-17.5452
3456.1875,-0.1882,-5.3335,-0.0648,-17.5743
3462.0454,-0.1888,-5.3408,-0.0658,-17.6039
3467.9033,-0.1896,-5.3488,-0.0668,-17.6323
3473.7613,-0.1901,-5.3562,-0.0677,-17.6613
3479.6192,-0.1907,-5.3643,-0.0687,-17.6894
3485.4772,-0.1915,-5.3726,-0.0696,-17.7190
3491.3351,-0.1923,-5.3799,-0.0707,-17.7475
3497.1931,-0.1928,-5.3862,-0.0715,-17.7783
3503.0510,-0.1936,-5.3956,-0.0723,-17.8072
3508.9090,-0.1940,-5.4032,-0.0734,-17.8359
3514.7669,-0.1948,-5.4116,-0.0744,-17.8653
3520.6248,-0.1954,-5.4189,-0.0753,-17.8941
3526.4828,-0.1962,-5.4267,-0.0764,-17.9233
3532.3407,-0.1968,-5.4341,-0.0773,-17.9518
3538.1987,-0.1975,-5.4426,-0.0783,-17.9817
3544.0566,-0.1981,-5.4504,-0.0792,-18.0097
3549.9146,-0.1988,-5.4575,-0.0801,-18.0394
3555.7725,-0.1994,-5.4653,-0.0812,-18.0683
3561.6305,-0.2001,-5.4728,-0.0821,-18.0967
3567.4884,-0.2009,-5.4810,-0.0832,-18.1258
3573.3464,-0.2014,-5.4897,-0.0841,-18.1551
3579.2043,-0.2023,-5.4964,-0.0850,-18.1850
3585.0622,-0.2028,-5.5048,-0.0859,-18.2131
3590.9202,-0.2034,-5.5116,-0.0870,-18.2422
3596.7781,-0.2043,-5.5188,-0.0881,-18.2715
3602.6361,-0.2049,-5.5277,-0.0891,-18.3008
3608.4940,-0.2055,-5.5353,-0.0901,-18.3292
3614.3520,-0.2063,-5.5426,-0.0910,-18.3585
3620.2099,-0.2069,-5.5514,-0.0920,-18.3877
3626.0679,-0.2077,-5.5578,-0.0930,-18.4172
3631.9258,-0.2083,-5.5665,-0.0941,-18.4450
3637.7837,-0.2090,-5.5739,-0.0949,-18.4746
3643.6417,-0.2095,-5.5817,-0.0960,-18.5034
3649.4996,-0.2104,-5.5894,-0.0969,-18.5328
3655.3576,-0.2111,-5.5962,-0.0978,-18.5613
3661.2155,-0.2117,-5.6046,-0.0989,-18.5900
3667.0735,-0.2124,-5.6127,-0.0999,-18.6193
3672.9314,-0.2132,-5.6198,-0.1009,-18.6493
3678.7894,-0.2139,-5.6278,-0.1018,-18.6773
3684.6473,-0.2144,-5.6356,-0.1029,-18.7071
3690.5052,-0.2151,-5.6427,-0.1040,-18.7354
3696.3632,-0.2160,-5.6506,-0.1049,-18.7660
3702.2211,-0.2165,-5.6589,-0.1059,-18.7938
3708.0791,-0.2174,-5.6659,-0.1070,-18.8229
3713.9370,-0.2180,-5.6746,-0.1080,-18.8520
3719.7950,-0.2188,-5.6811,-0.1089,-18.8812
3725.6529,-0.2193,-5.6897,-0.1099,-18.9096
3731.5109,-0.2200,-5.6965,-0.1110,-18.9395
3737.3688,-0.2207,-5.7041,-0.1120,-18.9677
3743.2268,-0.2215,-5.7122,-0.1130,-18.9972
3749.0847,-0.2223,-5.7189,-0.1140,-19.0263
3754.9426,-0.2229,-5.7269,-0.1150,-19.0544
3760.8006,-0.2236,-5.7348,-0.1162,-19.0845
3766.6585,-0.2244,-5.7422,-0.1172,-19.1134
3772.5165,-0.2251,-5.7500,-0.1181,-19.1419
3778.3744,-0.2258,-5.7576,-0.1191,-19.1706
3784.2324,-0.2266,-5.7652,-0.1202,-19.2001
3790.0903,-0.2272,-5.7729,-0.1212,-19.2289
3795.9483,-0.2279,-5.7803,-0.1222,-19.2577
3801.8062,-0.2286,-5.7879,-0.1232,-19.2871
3807.6641,-0.2294,-5.7955,-0.1243,-19.3152
3813.5221,-0.2300,-5.8024,-0.1254,-19.3443
3819.3800,-0.2308,-5.8109,-0.1264,-19.3731
3825.2380,-0.2314,-5.8188,-0.1273,-19.4025
3831.0959,-0.2322,-5.8254,-0.1284,-19.4314
3836.9539,-0.2329,-5.8331,-0.1296,-19.4597
3842.8118,-0.2336,-5.8405,-0.1306,-19.4890
3848.6698,-0.2342,-5.8491,-0.1316,-19.5185
3854.5277,-0.2350,-5.8566,-0.1326,-19.5468
3860.3856,-0.2358,-5.8648,-0.1337,-19.5764
3866.2436,-0.2364,-5.8707,-0.1347,-19.6052
3872.1015,-0.2372,-5.8780,-0.1358,-19.6344
3877.9595,-0.2379,-5.8855,-0.1369,-19.6639
3883.8174,-0.2387,-5.8941,-0.1379,-19.6924
3889.6754,-0.2393,-5.9014,-0.1389,-19.7208
3895.5333,-0.2400,-5.9093,-0.1400,-19.7501
3901.3913,-0.2409,-5.9164,-0.1410,-19.7790
3907.2492,-0.2416,-5.9234,-0.1421,-19.8080
3913.1072,-0.2424,-5.9317,-0.1432,-19.8371
3918.9651,-0.2430,-5.9387,-0.1442,-19.8663
3924.8230,-0.2436,-5.9462,-0.1453,-19.8944
3930.6810,-0.2445,-5.9533,-0.1465,-19.9233
3936.5389,-0.2451,-5.9622,-0.1474,-19.9532
3942.3969,-0.2460,-5.9693,-0.1485,-19.9816
3948.2548,-0.2467,-5.9755,-0.1497,-20.0110
3954.1128,-0.2474,-5.9843,-0.1507,-20.0402
3959.9707,-0.2481,-5.9911,-0.1516,-20.0679
3965.8287,-0.2490,-5.9985,-0.1528,-20.0972
3971.6866,-0.2496,-6.0061,-0.1539,-20.1261
3977.5445,-0.2503,-6.0133,-0.1550,-20.1555
3983.4025,-0.2512,-6.0206,-0.1560,-20.1840
3989.2604,-0.2519,-6.0282,-0.1572,-20.2132
3995.1184,-0.2525,-6.0360,-0.1583,-20.2417
4000.9763,-0.2535,-6.0425,-0.1593,-20.2703
4006.8343,-0.2541,-6.0501,-0.1605,-20.3003
4012.6922,-0.2549,-6.0581,-0.1614,-20.3278
4018.5502,-0.2556,-6.0663,-0.1624,-20.3576
4024.4081,-0.2564,-6.0730,-0.1636,-20.3867
4030.2660,-0.2571,-6.0807,-0.1648,-20.4155
4036.1240,-0.2579,-6.0875,-0.1658,-20.4441
4041.9819,-0.2586,-6.0956,-0.1670,-20.4735
4047.8399,-0.2595,-6.1020,-0.1679,-20.5020
4053.6978,-0.2601,-6.1105,-0.1691,-20.5318
4059.5558,-0.2609,-6.1167,-0.1703,-20.5604
4065.4137,-0.2617,-6.1250,-0.1713,-20.5895
4071.2717,-0.2623,-6.1319,-0.1724,-20.6182
4077.1296,-0.2630,-6.1396,-0.1735,-20.6473
4082.9876,-0.2637,-6.1463,-0.1746,-20.6754
4088.8455,-0.2646,-6.1547,-0.1757,-20.7044
4094.7034,-0.2653,-6.1617,-0.1769,-20.7327
4100.5614,-0.2661,-6.1682,-0.1780,-20.7620
4106.4193,-0.2669,-6.1761,-0.1790,-20.7919
4112.2773,-0.2678,-6.1842,-0.1802,-20.8204
4118.1352,-0.2684,-6.1906,-0.1813,-20.8494
4123.9932,-0.2693,-6.1981,-0.1824,-20.8771
4129.8511,-0.2700,-6.2051,-0.1834,-20.9066
4135.7091,-0.2707,-6.2125,-0.1845,-20.9359
4141.5670,-0.2715,-6.2199,-0.1857,-20.9650
4147.4249,-0.2723,-6.2272,-0.1868,-20.9926
4153.2829,-0.2731,-6.2345,-0.1880,-21.0220
4159.1408,-0.2738,-6.2426,-0.1890,-21.0513
4164.9988,-0.2746,-6.2490,-0.1902,-21.0800
4170.8567,-0.2754,-6.2572,-0.1913,-21.1096
4176.7147,-0.2761,-6.2633,-0.1924,-21.1371
4182.5726,-0.2770,-6.2713,-0.1935,-21.1665
4188.4306,-0.2777,-6.2794,-0.1948,-21.1949
4194.2885,-0.2784,-6.2856,-0.1959,-21.2237
4200.1464,-0.2793,-6.2931,-0.1969,-21.2532
4206.0044,-0.2799,-6.3007,-0.1981,-21.2811
4211.8623,-0.2808,-6.3069,-0.1992,-21.3100
4217.7203,-0.2815,-6.3148,-0.2004,-21.3395
4223.5782,-0.2823,-6.3217,-0.2014,-21.3677
4229.4362,-0.2830,-6.3295,-0.2027,-21.3974
4235.2941,-0.2839,-6.3360,-0.2038,-21.4266
4241.1521,-0.2847,-6.3441,-0.2050,-21.4552
4247.0100,-0.2855,-6.3515,-0.2061,-21.4831
4252.8680,-0.2862,-6.3581,-0.2071,-21.5125
4258.7259,-0.2871,-6.3657,-0.2084,-21.5415
4264.5838,-0.2878,-6.3725,-0.2094,-21.5694
4270.4418,-0.2886,-6.3801,-0.2107,-21.5993
4276.2997,-0.2893,-6.3875,-0.2118,-21.6285
4282.1577,-0.2901,-6.3944,-0.2128,-21.6551
4288.0156,-0.2909,-6.4020,-0.2141,-21.6857
4293.8736,-0.2916,-6.4087,-0.2153,-21.7138
4299.7315,-0.2925,-6.4158,-0.2165,-21.7438
4305.5895,-0.2933,-6.4232,-0.2176,-21.7713
4311.4474,-0.2942,-6.4306,-0.2188,-21.8005
4317.3053,-0.2949,-6.4364,-0.2198,-21.8295
4323.1633,-0.2956,-6.4447,-0.2211,-21.8581
4329.0212,-0.2964,-6.4524,-0.2223,-21.8872
4334.8792,-0.2973,-6.4588,-0.2233,-21.9163
4340.7371,-0.2980,-6.4657,-0.2245,-21.9449
4346.5951,-0.2988,-6.4732,-0.2257,-21.9737
4352.4530,-0.2997,-6.4798,-0.2269,-22.0022
4358.3110,-0.3003,-6.4885,-0.2280,-22.0305
4364.1689,-0.3012,-6.4945,-0.2291,-22.0597
4370.0268,-0.3020,-6.5014,-0.2303,-22.0875
4375.8848,-0.3028,-6.5088,-0.2315,-22.1177
4381.7427,-0.3037,-6.5161,-0.2328,-22.1460
4387.6007,-0.3044,-6.5228,-0.2339,-22.1752
4393.4586,-0.3051,-6.5305,-0.2350,-22.2044
4399.3166,-0.3061,-6.5368,-0.2362,-22.2327
4405.1745,-0.3068,-6.5435,-0.2374,-22.2614
4411.0325,-0.3077,-6.5509,-0.2386,-22.2900
4416.8904,-0.3085,-6.5587,-0.2398,-22.3184
4422.7484,-0.3092,-6.5660,-0.2409,-22.3473
4428.6063,-0.3101,-6.5727,-0.2422,-22.3766
4434.4642,-0.3109,-6.5793,-0.2434,-22.4051
4440.3222,-0.3117,-6.5868,-0.2444,-22.4329
4446.1801,-0.3124,-6.5939,-0.2456,-22.4622
4452.0381,-0.3133,-6.6013,-0.2470,-22.4913
4457.8960,-0.3142,-6.6079,-0.2481,-22.5198
4463.7540,-0.3150,-6.6149,-0.2493,-22.5486
4469.6119,-0.3157,-6.6214,-0.2505,-22.5772
4475.4699,-0.3166,-6.6290,-0.2517,-22.6060
4481.3278,-0.3174,-6.6357,-0.2529,-22.6353
4487.1857,-0.3181,-6.6433,-0.2541,-22.6632
4493.0437,-0.3190,-6.6502,-0.2553,-22.6924
4498.9016,-0.3197,-6.6572,-0.2564,-22.7212
4504.7596,-0.3206,-6.6640,-0.2577,-22.7499
4510.6175,-0.3214,-6.6715,-0.2589,-22.7782
4516.4755,-0.3222,-6.6779,-0.2601,-22.8077
4522.3334,-0.3231,-6.6851,-0.2613,-22.8362
4528.1914,-0.3240,-6.6913,-0.2626,-22.8648
4534.0493,-0.3246,-6.6989,-0.2636,-22.8943
4539.9072,-0.3255,-6.7055,-0.2650,-22.9225
4545.7652,-0.3263,-6.7129,-0.2659,-22.9501
4551.6231,-0.3271,-6.7198,-0.2673,-22.9797
4557.4811,-0.3280,-6.7266,-0.2686,-23.0089
4563.3390,-0.3289,-6.7329,-0.2698,-23.0373
4569.1970,-0.3296,-6.7413,-0.2710,-23.0661
4575.0549,-0.3305,-6.7471,-0.2721,-23.0945
4580.9129,-0.3313,-6.7545,-0.2734,-23.1232
4586.7708,-0.3321,-6.7618,-0.2746,-23.1522
4592.6288,-0.3330,-6.7685,-0.2758,-23.1812
4598.4867,-0.3339,-6.7753,-0.2771,-23.2096
4604.3446,-0.3346,-6.7823,-0.2782,-23.2384
4610.2026,-0.3354,-6.7897,-0.2796,-23.2666
4616.0605,-0.3363,-6.7955,-0.2807,-23.2958
4621.9185,-0.3372,-6.8033,-0.2819,-23.3242
4627.7764,-0.3381,-6.8096,-0.2832,-23.3526
4633.6344,-0.3387,-6.8167,-0.2844,-23.3819
4639.4923,-0.3395,-6.8241,-0.2857,-23.4097
4645.3503,-0.3405,-6.8309,-0.2870,-23.4403
4651.2082,-0.3413,-6.8368,-0.2882,-23.4687
4657.0661,-0.3420,-6.8438,-0.2894,-23.4971
4662.9241,-0.3428,-6.8516,-0.2907,-23.5254
4668.7820,-0.3438,-6.8576,-0.2918,-23.5544
4674.6400,-0.3446,-6.8644,-0.2932,-23.5825
4680.4979,-0.3456,-6.8720,-0.2943,-23.6111
4686.3559,-0.3462,-6.8779,-0.2956,-23.6400
4692.2138,-0.3471,-6.8854,-0.2969,-23.6692
4698.0718,-0.3480,-6.8920,-0.2981,-23.6969
4703.9297,-0.3489,-6.8987,-0.2993,-23.7262
4709.7876,-0.3496,-6.9051,-0.3005,-23.7544
4715.6456,-0.3505,-6.9126,-0.3016,-23.7834
4721.5035,-0.3513,-6.9186,-0.3031,-23.8124
4727.3615,-0.3521,-6.9256,-0.3042,-23.8415
4733.2194,-0.3530,-6.9332,-0.3056,-23.8696
4739.0774,-0.3539,-6.9389,-0.3068,-23.8977
4744.9353,-0.3547,-6.9460,-0.3081,-23.9260
4750.7933,-0.3556,-6.9525,-0.3093,-23.9556
4756.6512,-0.3565,-6.9597,-0.3106,-23.9834
4762.5092,-0.3573,-6.9671,-0.3118,-24.0125
4768.3671,-0.3582,-6.9738,-0.3132,-24.0414
4774.2250,-0.3590,-6.9802,-0.3142,-24.0699
4780.0830,-0.3598,-6.9867,-0.3157,-24.0995
4785.9409,-0.3608,-6.9935,-0.3168,-24.1273
4791.7989,-0.3615,-7.0001,-0.3181,-24.1558
4797.6568,-0.3624,-7.0072,-0.3194,-24.1846
4803.5148,-0.3633,-7.0134,-0.3207,-24.2139
4809.3727,-0.3640,-7.0204,-0.3220,-24.2419
4815.2307,-0.3650,-7.0271,-0.3232,-24.2702
4821.0886,-0.3657,-7.0339,-0.3244,-24.2988
4826.9465,-0.3668,-7.0406,-0.3257,-24.3279
4832.8045,-0.3674,-7.0474,-0.3271,-24.3565
4838.6624,-0.3684,-7.0538,-0.3283,-24.3856
4844.5204,-0.3693,-7.0605,-0.3296,-24.4137
4850.3783,-0.3701,-7.0672,-0.3309,-24.4416
4856.2363,-0.3710,-7.0735,-0.3322,-24.4712
4862.0942,-0.3718,-7.0804,-0.3334,-24.4994
4867.9522,-0.3727,-7.0875,-0.3348,-24.5283
4873.8101,-0.3735,-7.0946,-0.3360,-24.5567
4879.6680,-0.3743,-7.1015,-0.3373,-24.5851
4885.5260,-0.3753,-7.1072,-0.3385,-24.6142
4891.3839,-0.3762,-7.1142,-0.3399,-24.6423
4897.2419,-0.3771,-7.1209,-0.3412,-24.6710
4903.0998,-0.3778,-7.1269,-0.3425,-24.6990
4908.9578,-0.3787,-7.1336,-0.3438,-24.7283
4914.8157,-0.3796,-7.1411,-0.3450,-24.7572
4920.6737,-0.3804,-7.1472,-0.3463,-24.7855
4926.5316,-0.3814,-7.1539,-0.3476,-24.8133
4932.3896,-0.3822,-7.1596,-0.3490,-24.8428
4938.2475,-0.3831,-7.1664,-0.3501,-24.8716
4944.1054,-0.3839,-7.1740,-0.3515,-24.9002
4949.9634,-0.3849,-7.1803,-0.3527,-24.9283
4955.8213,-0.3857,-7.1867,-0.3542,-24.9573
4961.6793,-0.3866,-7.1929,-0.3554,-24.9862
4967.5372,-0.3875,-7.2000,-0.3567,-25.0144
4973.3952,-0.3882,-7.2066,-0.3580,-25.0431
4979.2531,-0.3891,-7.2125,-0.3594,-25.0712
4985.1111,-0.3901,-7.2193,-0.3606,-25.1008
4990.9690,-0.3910,-7.2265,-0.3619,-25.1283
4996.8269,-0.3918,-7.2328,-0.3632,-25.1569
5002.6849,-0.3929,-7.2386,-0.3645,-25.1855
5008.5428,-0.3935,-7.2450,-0.3658,-25.2149
5014.4008,-0.3944,-7.2526,-0.3672,-25.2430
5020.2587,-0.3953,-7.2594,-0.3685,-25.2713
5026.1167,-0.3962,-7.2654,-0.3698,-25.3013
5031.9746,-0.3971,-7.2716,-0.3710,-25.3285
5037.8326,-0.3980,-7.2784,-0.3726,-25.3579
5043.6905,-0.3989,-7.2844,-0.3736,-25.3857
5049.5485,-0.3996,-7.2913,-0.3751,-25.4146
5055.4064,-0.4005,-7.2978,-0.3764,-25.4425
5061.2643,-0.4015,-7.3048,-0.3777,-25.4719
5067.1223,-0.4024,-7.3101,-0.3790,-25.5001
5072.9802,-0.4033,-7.3172,-0.3803,-25.5282
5078.8382,-0.4042,-7.3236,-0.3817,-25.5571
5084.6961,-0.4050,-7.3299,-0.3831,-25.5855
5090.5541,-0.4059,-7.3357,-0.3843,-25.6143
5096.4120,-0.4068,-7.3425,-0.3857,-25.6435
5102.2700,-0.4077,-7.3490,-0.3870,-25.6719
5108.1279,-0.4086,-7.3559,-0.3883,-25.6998
5113.9858,-0.4096,-7.3613,-0.3897,-25.7280
5119.8438,-0.4103,-7.3685,-0.3911,-25.7564
5125.7017,-0.4112,-7.3743,-0.3924,-25.7848
5131.5597,-0.4120,-7.3813,-0.3938,-25.8135
5137.4176,-0.4131,-7.3877,-0.3949,-25.8423
5143.2756,-0.4139,-7.3942,-0.3963,-25.8702
5149.1335,-0.4149,-7.4016,-0.3977,-25.8997
5154.9915,-0.4157,-7.4073,-0.3991,-25.9280
5160.8494,-0.4166,-7.4133,-0.4004,-25.9569
5166.7073,-0.4174,-7.4190,-0.4019,-25.9848
5172.5653,-0.4184,-7.4254,-0.4031,-26.0136
5178.4232,-0.4192,-7.4321,-0.4044,-26.0421
5184.2812,-0.4202,-7.4391,-0.4058,-26.0701
5190.1391,-0.4211,-7.4456,-0.4072,-26.0987
5195.9971,-0.4220,-7.4520,-0.4085,-26.1274
5201.8550,-0.4229,-7.4581,-0.4099,-26.1560
5207.7130,-0.4237,-7.4638,-0.4112,-26.1845
5213.5709,-0.4246,-7.4707,-0.4124,-26.2124
5219.4289,-0.4255,-7.4778,-0.4137,-26.2419
5225.2868,-0.4265,-7.4834,-0.4152,-26.2701
5231.1447,-0.4275,-7.4895,-0.4165,-26.2986
5237.0027,-0.4283,-7.4950,-0.4181,-26.3280
5242.8606,-0.4292,-7.5015,-0.4194,-26.3556
5248.7186,-0.4301,-7.5084,-0.4206,-26.3850
5254.5765,-0.4311,-7.5154,-0.4221,-26.4135
5260.4345,-0.4321,-7.5212,-0.4232,-26.4409
5266.2924,-0.4328,-7.5260,-0.4247,-26.4700
5272.1504,-0.4336,-7.5331,-0.4261,-26.4986
5278.0083,-0.4346,-7.5391,-0.4275,-26.5275
5283.8662,-0.4355,-7.5460,-0.4289,-26.5549
5289.7242,-0.4365,-7.5529,-0.4302,-26.5837
5295.5821,-0.4373,-7.5590,-0.4317,-26.6115
5301.4401,-0.4382,-7.5651,-0.4330,-26.6405
5307.2980,-0.4390,-7.5706,-0.4343,-26.6690
5313.1560,-0.4400,-7.5777,-0.4357,-26.6975
5319.0139,-0.4409,-7.5838,-0.4370,-26.7255
5324.8719,-0.4419,-7.5895,-0.4384,-26.7549
5330.7298,-0.4427,-7.5956,-0.4399,-26.7836
5336.5877,-0.4437,-7.6019,-0.4413,-26.8109
5342.4457,-0.4446,-7.6088,-0.4426,-26.8399
5348.3036,-0.4456,-7.6148,-0.4440,-26.8689
5354.1616,-0.4464,-7.6211,-0.4455,-26.8964
5360.0195,-0.4474,-7.6272,-0.4468,-26.9248
5365.8775,-0.4483,-7.6334,-0.4480,-26.9538
5371.7354,-0.4493,-7.6391,-0.4495,-26.9823
5377.5934,-0.4501,-7.6456,-0.4508,-27.0109
5383.4513,-0.4510,-7.6512,-0.4522,-27.0395
5389.3093,-0.4520,-7.6577,-0.4536,-27.0681
5395.1672,-0.4528,-7.6638,-0.4550,-27.0961
5401.0251,-0.4537,-7.6704,-0.4564,-27.1241
5406.8831,-0.4547,-7.6761,-0.4578,-27.1530
5412.7410,-0.4556,-7.6828,-0.4594,-27.1814
5418.5990,-0.4565,-7.6884,-0.4607,-27.2101
5424.4569,-0.4575,-7.6947,-0.4619,-27.2387
5430.3149,-0.4583,-7.7011,-0.4634,-27.2672
5436.1728,-0.4593,-7.7064,-0.4648,-27.2945
5442.0308,-0.4601,-7.7129,-0.4662,-27.3240
5447.8887,-0.4611,-7.7190,-0.4676,-27.3526
5453.7466,-0.4622,-7.7255,-0.4690,-27.3807
5459.6046,-0.4629,-7.7309,-0.4704,-27.4084
5465.4625,-0.4639,-7.7370,-0.4720,-27.4385
5471.3205,-0.4650,-7.7434,-0.4733,-27.4666
5477.1784,-0.4657,-7.7488,-0.4746,-27.4950
5483.0364,-0.4666,-7.7561,-0.4760,-27.5230
5488.8943,-0.4675,-7.7615,-0.4775,-27.5519
5494.7523,-0.4685,-7.7677,-0.4789,-27.5797
5500.6102,-0.4694,-7.7734,-0.4803,-27.6076
5506.4681,-0.4705,-7.7796,-0.4816,-27.6363
5512.3261,-0.4714,-7.7861,-0.4831,-27.6656
5518.1840,-0.4723,-7.7925,-0.4844,-27.6939
5524.0420,-0.4731,-7.7976,-0.4860,-27.7217
5529.8999,-0.4743,-7.8046,-0.4874,-27.7505
5535.7579,-0.4751,-7.8105,-0.4888,-27.7787
